FUND_ID,FUND_NAME,PARENT_COMPANY_ID,PARENT_COMPANY_NAME,FUND_CLASSIFICATION,REPORT_PERIOD,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,PARENT_COMPANY_LEGAL_ID,CURRENT_DATE
"141","הכשרה חברה לביטוח בע""מ - מנוהל באמצעות אלטשולר שחם בע""מ - אג""ח ממשלות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","377.18","0.87","0","0.55","0.95","2.40","9.14","0.79","1.76","2.88","0.36","-0.13","96","0","63.12","16.49","520042177","12/29/2024 12:00:00 AM"
"141","הכשרה חברה לביטוח בע""מ - מנוהל באמצעות אלטשולר שחם בע""מ - אג""ח ממשלות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","376.36","0.87","0","0.28","1.23","2.63","8.89","0.87","1.72","2.88","0.36","-0.16","96.10","0","44","17.58","520042177","12/29/2024 12:00:00 AM"
"141","הכשרה חברה לביטוח בע""מ - מנוהל באמצעות אלטשולר שחם בע""מ - אג""ח ממשלות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202407","373.81","0.87","0","0.75","1.99","2.75","8.09","0.91","1.57","2.84","0.12","-0.17","96.20","0","28.42","18.09","520042177","12/29/2024 12:00:00 AM"
"141","הכשרה חברה לביטוח בע""מ - מנוהל באמצעות אלטשולר שחם בע""מ - אג""ח ממשלות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","377.63","0.87","0","0.73","2.74","2.71","8.56","0.90","1.66","2.84","","-0.18","96.30","0","27.88","15.96","520042177","12/29/2024 12:00:00 AM"
"141","הכשרה חברה לביטוח בע""מ - מנוהל באמצעות אלטשולר שחם בע""מ - אג""ח ממשלות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202409","374.12","0.87","0","0.61","3.36","3.15","8.83","1.04","1.71","2.84","0.12","-0.11","96.40","0","28.55","16.35","520042177","12/29/2024 12:00:00 AM"
"141","הכשרה חברה לביטוח בע""מ - מנוהל באמצעות אלטשולר שחם בע""מ - אג""ח ממשלות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202410","369.42","0.87","0","0.03","3.40","2.71","8.51","0.90","1.65","2.84","0.12","-0.16","96.40","0","33.73","15.98","520042177","12/29/2024 12:00:00 AM"
"141","הכשרה חברה לביטוח בע""מ - מנוהל באמצעות אלטשולר שחם בע""מ - אג""ח ממשלות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","367.61","0.87","0","0.85","4.27","3.22","9.23","1.06","1.78","2.88","0","-0.10","96.30","0","65.80","16.44","520042177","12/29/2024 12:00:00 AM"
"142","הכשרה - מנוהל באמצעות אלטשולר שחם בע""מ - מניות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","472.49","0.87","0","0.72","0.72","8.03","37.66","2.61","6.60","14.76","-1.08","0.36","94.50","452.23","405.11","199.45","520042177","12/29/2024 12:00:00 AM"
"142","הכשרה - מנוהל באמצעות אלטשולר שחם בע""מ - מניות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","476.12","0.87","0","3.73","4.48","10.61","39.05","3.42","6.82","14.79","-1.44","0.42","94.40","460.48","415.64","205.22","520042177","12/29/2024 12:00:00 AM"
"142","הכשרה - מנוהל באמצעות אלטשולר שחם בע""מ - מניות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","489.16","0.87","0","4.46","9.14","12.81","44.03","4.10","7.57","14.90","-1.56","0.50","94.40","460.41","407.86","212.60","520042177","12/29/2024 12:00:00 AM"
"142","הכשרה - מנוהל באמצעות אלטשולר שחם בע""מ - מניות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","487.94","0.87","0","-2.09","6.86","6.16","35.80","2.01","6.31","14.86","-1.32","0.41","94.60","434.17","360.86","198.33","520042177","12/29/2024 12:00:00 AM"
"142","הכשרה - מנוהל באמצעות אלטשולר שחם בע""מ - מניות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","526.99","0.87","0","3.03","10.09","8.33","45.11","2.70","7.73","14.79","-0.84","0.50","95","481.65","436.90","214.07","520042177","12/29/2024 12:00:00 AM"
"142","הכשרה - מנוהל באמצעות אלטשולר שחם בע""מ - מניות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","569.52","0.87","0","2.71","13.08","10.32","42.83","3.33","7.39","14.72","-0.48","0.52","94.80","538.52","491.70","228.72","520042177","12/29/2024 12:00:00 AM"
"142","הכשרה - מנוהל באמצעות אלטשולר שחם בע""מ - מניות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202407","595.58","0.87","0","0.53","13.68","12.21","41.52","3.91","7.19","14.72","-1.56","0.51","94.70","568.43","502.77","225.41","520042177","12/29/2024 12:00:00 AM"
"142","הכשרה - מנוהל באמצעות אלטשולר שחם בע""מ - מניות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","605.18","0.87","0","0.98","14.79","11.40","45.69","3.66","7.82","14.69","","0.52","94.80","548.39","485.18","245.06","520042177","12/29/2024 12:00:00 AM"
"142","הכשרה - מנוהל באמצעות אלטשולר שחם בע""מ - מניות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202409","654.72","0.87","0","3.28","18.56","19.21","48.10","6.03","8.17","14.72","-1.32","0.59","95","566.59","503.48","255.14","520042177","12/29/2024 12:00:00 AM"
"142","הכשרה - מנוהל באמצעות אלטשולר שחם בע""מ - מניות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202410","674.49","0.87","0","-0.27","18.24","13.12","43.01","4.19","7.42","14.69","-1.32","0.54","94.80","620.30","550.60","230.43","520042177","12/29/2024 12:00:00 AM"
"142","הכשרה - מנוהל באמצעות אלטשולר שחם בע""מ - מניות","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","711.19","0.87","0","2.43","21.11","15.68","42.83","4.98","7.39","14.69","-1.68","0.57","95.20","639.01","581.65","245.37","520042177","12/29/2024 12:00:00 AM"
"143","הכשרה-בסט אינווסט-אלטשולר שחם-כללי","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","2524.94","0.87","0","0.44","0.44","4.77","23.17","1.57","4.26","7.93","0","0.29","92.10","1215.58","1350.61","627.82","520042177","12/29/2024 12:00:00 AM"
"143","הכשרה-בסט אינווסט-אלטשולר שחם-כללי","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","2499.89","0.87","0","1.71","2.16","6.19","23.28","2.02","4.27","7.93","-0.24","0.33","92.20","1228.70","1291.37","641.37","520042177","12/29/2024 12:00:00 AM"
"143","הכשרה-בסט אינווסט-אלטשולר שחם-כללי","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","2498","0.87","0","2.59","4.80","7.29","25.43","2.37","4.64","7.97","-0.24","0.41","92.40","1208.89","1251.07","654.88","520042177","12/29/2024 12:00:00 AM"
"143","הכשרה-בסט אינווסט-אלטשולר שחם-כללי","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","2433.59","0.87","0","-1.09","3.66","4.06","21.42","1.34","3.96","7.97","-0.12","0.31","92.40","1114.28","1233.79","575.45","520042177","12/29/2024 12:00:00 AM"
"143","הכשרה-בסט אינווסט-אלטשולר שחם-כללי","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","2489.52","0.87","0","2.03","5.77","5.37","25.79","1.76","4.70","7.97","0.12","0.40","92.80","1150.19","1284.18","608.67","520042177","12/29/2024 12:00:00 AM"
"143","הכשרה-בסט אינווסט-אלטשולר שחם-כללי","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","2583.13","0.87","0","1.36","7.20","6.24","24.85","2.04","4.54","7.93","0.36","0.41","92.80","1242.32","1309.94","637.21","520042177","12/29/2024 12:00:00 AM"
"143","הכשרה-בסט אינווסט-אלטשולר שחם-כללי","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202407","2651.43","0.87","0","0.53","7.77","7.16","23.37","2.33","4.29","7.90","-0.36","0.39","93","1302.72","1292.04","613.36","520042177","12/29/2024 12:00:00 AM"
"143","הכשרה-בסט אינווסט-אלטשולר שחם-כללי","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","2703.41","0.87","0","0.98","8.83","6.92","25.05","2.26","4.57","7.90","","0.40","92.90","1308.87","1266.40","650.70","520042177","12/29/2024 12:00:00 AM"
"143","הכשרה-בסט אינווסט-אלטשולר שחם-כללי","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202409","2805.21","0.87","0","2.20","11.22","11.11","26.68","3.57","4.84","7.93","-0.24","0.49","93.10","1337.96","1306.76","672.59","520042177","12/29/2024 12:00:00 AM"
"143","הכשרה-בסט אינווסט-אלטשולר שחם-כללי","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202410","2835.46","0.87","0","-0.14","11.07","8.06","24.57","2.62","4.49","7.93","-0.24","0.44","93.20","1359.87","1339.26","630.78","520042177","12/29/2024 12:00:00 AM"
"143","הכשרה-בסט אינווסט-אלטשולר שחם-כללי","35","הכשרה חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","2940.78","0.87","0","1.60","12.84","9.86","25.05","3.18","4.57","7.93","-0.48","0.48","93.60","1335.49","1477.80","654.59","520042177","12/29/2024 12:00:00 AM"
"163","הראל מסלול חו""ל ","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","2737.57","0.75","0.51","0.68","0.68","22.28","37.87","6.93","6.63","6.13","1.80","0.98","90.30","1148.54","2491.16","2566.23","520004078","12/29/2024 12:00:00 AM"
"163","הראל מסלול חו""ל ","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","2837.60","0.75","0.51","0.26","0.94","21.99","37.52","6.85","6.58","6.13","1.68","0.95","90.40","1217.01","2663.06","2622.90","520004078","12/29/2024 12:00:00 AM"
"163","הראל מסלול חו""ל ","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","3012.12","0.75","0.51","4.43","5.41","25.19","41.39","7.78","7.17","6.34","1.68","1.09","90.90","1287.37","2753.39","2778.41","520004078","12/29/2024 12:00:00 AM"
"163","הראל מסלול חו""ל ","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","3038.35","0.75","0.51","-0.43","4.96","24.84","39.08","7.68","6.82","6.34","1.68","1.01","90.90","1271.86","2780.19","2761.01","520004078","12/29/2024 12:00:00 AM"
"163","הראל מסלול חו""ל ","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","3132.82","0.75","0.51","1.49","6.52","24.80","43.63","7.66","7.51","6.27","1.80","1.10","90.90","1312.61","2830.92","2885.98","520004078","12/29/2024 12:00:00 AM"
"163","הראל מסלול חו""ל ","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","3272.79","0.75","0.51","2.28","8.95","26.47","44.12","8.14","7.58","6.30","1.92","1.16","94.40","1398.29","2926.34","2987.76","520004078","12/29/2024 12:00:00 AM"
"164","איילון חברה לביטוח בע""מ כספי (שקלי)","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","26.38","0.48","3.19","0.31","0.31","-3.34","2.30","-1.13","0.46","3.88","-0.96","-0.37","96.10","","","","520030677","12/29/2024 12:00:00 AM"
"164","איילון חברה לביטוח בע""מ כספי (שקלי)","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","27.06","0.48","3.19","0.33","0.64","-2.40","2.11","-0.81","0.42","3.88","-0.96","-0.38","95.70","","","","520030677","12/29/2024 12:00:00 AM"
"164","איילון חברה לביטוח בע""מ כספי (שקלי)","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","27.04","0.48","3.19","0.22","0.86","-2.44","1.73","-0.82","0.34","3.88","-1.08","-0.41","95.60","","","","520030677","12/29/2024 12:00:00 AM"
"164","איילון חברה לביטוח בע""מ כספי (שקלי)","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","28.42","0.48","3.19","-0.10","0.76","-2.82","1.63","-0.95","0.32","3.88","-0.84","-0.44","95.80","","","","520030677","12/29/2024 12:00:00 AM"
"164","איילון חברה לביטוח בע""מ כספי (שקלי)","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","28.49","0.48","3.19","0.01","0.77","-2.77","1.28","-0.93","0.25","3.88","-0.84","-0.48","95.70","","","","520030677","12/29/2024 12:00:00 AM"
"164","איילון חברה לביטוח בע""מ כספי (שקלי)","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","29.24","0.48","3.19","0.53","1.31","-2.80","1.25","-0.94","0.25","3.88","-0.72","-0.48","95.90","","","","520030677","12/29/2024 12:00:00 AM"
"164","איילון חברה לביטוח בע""מ כספי (שקלי)","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202407","28.48","0.48","3.19","0.55","1.86","-2.42","0.60","-0.81","0.12","3.85","-0.84","-0.49","95.90","","","","520030677","12/29/2024 12:00:00 AM"
"164","איילון חברה לביטוח בע""מ כספי (שקלי)","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","29.70","0.48","3.19","0.45","2.32","-2.31","0.51","-0.78","0.10","3.85","","-0.50","96","","","","520030677","12/29/2024 12:00:00 AM"
"164","איילון חברה לביטוח בע""מ כספי (שקלי)","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202409","29.22","0.48","3.19","0.24","2.57","-1.66","0.50","-0.56","0.10","3.85","-0.72","-0.51","95.90","","","","520030677","12/29/2024 12:00:00 AM"
"164","איילון חברה לביטוח בע""מ כספי (שקלי)","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202410","29.48","0.48","3.19","0.47","3.05","-0.69","0.56","-0.23","0.11","3.85","-0.84","-0.50","95.70","","","","520030677","12/29/2024 12:00:00 AM"
"164","איילון חברה לביטוח בע""מ כספי (שקלי)","46","איילון חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","27.86","0.48","3.19","0.73","3.80","-1.33","0.93","-0.45","0.19","3.85","-0.96","-0.47","94.80","","","","520030677","12/29/2024 12:00:00 AM"
"177","הראל מסלול אג""ח ממשלת ישראל ","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","198.06","0.88","2.11","-0.14","-0.14","-2.31","1.26","-0.78","0.25","2.84","-1.08","-0.55","100","0","0","0","520004078","12/29/2024 12:00:00 AM"
"177","הראל מסלול אג""ח ממשלת ישראל ","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","196.12","0.88","2.11","0.24","0.10","-1.38","1.15","-0.46","0.23","2.84","-1.20","-0.57","99.90","0","0","0","520004078","12/29/2024 12:00:00 AM"
"177","הראל מסלול אג""ח ממשלת ישראל ","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","193.90","0.88","2.11","-0.21","-0.11","-2.07","0.47","-0.69","0.09","2.84","-1.20","-0.65","100","0","0","0","520004078","12/29/2024 12:00:00 AM"
"177","הראל מסלול אג""ח ממשלת ישראל ","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","191.24","0.88","2.11","-0.63","-0.74","-2.68","-0.31","-0.90","-0.06","2.84","-1.20","-0.75","100","0","0","0","520004078","12/29/2024 12:00:00 AM"
"177","הראל מסלול אג""ח ממשלת ישראל ","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","187.23","0.88","2.11","-0.39","-1.13","-3.18","-1","-1.07","-0.20","2.84","-1.20","-0.84","99.90","0","0","0","520004078","12/29/2024 12:00:00 AM"
"177","הראל מסלול אג""ח ממשלת ישראל ","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","183.57","0.88","2.11","0.07","-1.06","-3.37","-1.35","-1.14","-0.27","2.84","-1.20","-0.88","100","0","0","0","520004078","12/29/2024 12:00:00 AM"
"178","הראל מסלול אג""ח קונצרני","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","317.13","0.81","1.73","0.55","0.55","4.61","15.16","1.51","2.86","5.37","0.12","0.23","76.70","0.73","82.80","30.74","520004078","12/29/2024 12:00:00 AM"
"178","הראל מסלול אג""ח קונצרני","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","331.50","0.81","1.73","0.40","0.95","5.01","14.43","1.64","2.73","5.33","0","0.21","76.30","0.73","89.01","30.24","520004078","12/29/2024 12:00:00 AM"
"178","הראל מסלול אג""ח קונצרני","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","352.05","0.81","1.73","1.02","1.98","5.52","14.41","1.81","2.73","5.33","0","0.23","76.90","0.74","94.74","32.84","520004078","12/29/2024 12:00:00 AM"
"178","הראל מסלול אג""ח קונצרני","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","358.48","0.81","1.73","-0.17","1.81","4.66","13.26","1.53","2.52","5.33","0.12","0.17","76.40","0.73","99.74","33.05","520004078","12/29/2024 12:00:00 AM"
"178","הראל מסלול אג""ח קונצרני","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","365.11","0.81","1.73","0.26","2.07","3.98","13.29","1.31","2.53","5.33","0.12","0.16","75.30","0.74","103.94","34.44","520004078","12/29/2024 12:00:00 AM"
"178","הראל מסלול אג""ח קונצרני","259","הראל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","363.97","0.81","1.73","0.30","2.38","3.71","12.47","1.22","2.38","5.33","0.12","0.13","75.20","0.76","102.83","34.56","520004078","12/29/2024 12:00:00 AM"
"180","מנורה מבטחים ביטוח בע""מ אג""ח ממשלתי סחיר","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","197.41","0.96","1.51","-0.39","-0.39","-5.84","-0.29","-1.99","-0.06","3.71","-0.96","-0.55","100","","0.09","0.01","520042540","12/29/2024 12:00:00 AM"
"180","מנורה מבטחים ביטוח בע""מ אג""ח ממשלתי סחיר","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","195.34","0.96","1.51","0.22","-0.17","-4.58","-0.37","-1.55","-0.07","3.71","-0.96","-0.56","100","","0.08","0.02","520042540","12/29/2024 12:00:00 AM"
"180","מנורה מבטחים ביטוח בע""מ אג""ח ממשלתי סחיר","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","190.76","0.96","1.51","-0.45","-0.62","-5.16","-1.15","-1.75","-0.23","3.71","-0.96","-0.63","100","","0.01","0.02","520042540","12/29/2024 12:00:00 AM"
"180","מנורה מבטחים ביטוח בע""מ אג""ח ממשלתי סחיר","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","185.64","0.96","1.51","-1.22","-1.83","-6.26","-2.39","-2.13","-0.48","3.74","-0.96","-0.75","100","","0.01","0.01","520042540","12/29/2024 12:00:00 AM"
"180","מנורה מבטחים ביטוח בע""מ אג""ח ממשלתי סחיר","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","185.60","0.96","1.51","-0.84","-2.66","-7.16","-3.59","-2.45","-0.73","3.74","-0.96","-0.84","100","","0.01","0.01","520042540","12/29/2024 12:00:00 AM"
"180","מנורה מבטחים ביטוח בע""מ אג""ח ממשלתי סחיר","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","183.47","0.96","1.51","0.06","-2.60","-7.25","-3.92","-2.48","-0.80","3.74","-0.96","-0.87","100","","0","0","520042540","12/29/2024 12:00:00 AM"
"180","מנורה מבטחים ביטוח בע""מ אג""ח ממשלתי סחיר","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202407","178.17","0.96","1.51","1.03","-1.60","-7.05","-4.19","-2.41","-0.85","3.71","-0.84","-0.84","100","","-0.42","-0.04","520042540","12/29/2024 12:00:00 AM"
"180","מנורה מבטחים ביטוח בע""מ אג""ח ממשלתי סחיר","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","179.17","0.96","1.51","1.23","-0.39","-6.60","-3.93","-2.25","-0.80","3.74","","-0.86","100","","-0.41","-0.04","520042540","12/29/2024 12:00:00 AM"
"180","מנורה מבטחים ביטוח בע""מ אג""ח ממשלתי סחיר","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202409","175.46","0.96","1.51","0.14","-0.25","-6.13","-3.88","-2.09","-0.79","3.74","-0.60","-0.78","100","","-0.40","-0.04","520042540","12/29/2024 12:00:00 AM"
"180","מנורה מבטחים ביטוח בע""מ אג""ח ממשלתי סחיר","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202410","175.28","0.96","1.51","0.29","0.04","-6.29","-3.80","-2.14","-0.77","3.74","-0.72","-0.79","100","","-0.39","-0.03","520042540","12/29/2024 12:00:00 AM"
"180","מנורה מבטחים ביטוח בע""מ אג""ח ממשלתי סחיר","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","175.62","0.96","1.51","2.01","2.05","-5.55","-2.12","-1.89","-0.43","3.85","-0.60","-0.62","100","","-0.32","0.02","520042540","12/29/2024 12:00:00 AM"
"181","מנורה מבטחים ביטוח בע""מ אג""ח ממשלת ישראל צמוד מדד","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","0","","","","","","","","","","","","100","","0","0","520042540","12/29/2024 12:00:00 AM"
"181","מנורה מבטחים ביטוח בע""מ אג""ח ממשלת ישראל צמוד מדד","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","0","","","","","","","","","","","","100","","0","0","520042540","12/29/2024 12:00:00 AM"
"181","מנורה מבטחים ביטוח בע""מ אג""ח ממשלת ישראל צמוד מדד","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","0","","","","","","","","","","","","100","","0","0","520042540","12/29/2024 12:00:00 AM"
"181","מנורה מבטחים ביטוח בע""מ אג""ח ממשלת ישראל צמוד מדד","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","0","","","","","","","","","","","","100","","0","0","520042540","12/29/2024 12:00:00 AM"
"181","מנורה מבטחים ביטוח בע""מ אג""ח ממשלת ישראל צמוד מדד","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","0","","","","","","","","","","","","100","","0","0","520042540","12/29/2024 12:00:00 AM"
"181","מנורה מבטחים ביטוח בע""מ אג""ח ממשלת ישראל צמוד מדד","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","0","","","","","","","","","","","","100","","0","0","520042540","12/29/2024 12:00:00 AM"
"181","מנורה מבטחים ביטוח בע""מ אג""ח ממשלת ישראל צמוד מדד","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","0","","","","","","","","","","","","100","","0","0","520042540","12/29/2024 12:00:00 AM"
"181","מנורה מבטחים ביטוח בע""מ אג""ח ממשלת ישראל צמוד מדד","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","0","","","","","","","","","","","","100","","0","0","520042540","12/29/2024 12:00:00 AM"
"184","מנורה מבטחים ביטוח בע""מ הלכה","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","96.32","0.88","2.83","0.21","0.21","8.40","20.19","2.73","3.75","7.79","-0.60","0.30","99.60","43.66","37.83","23.82","520042540","12/29/2024 12:00:00 AM"
"184","מנורה מבטחים ביטוח בע""מ הלכה","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","96.97","0.88","2.83","1.86","2.07","10.30","21.25","3.32","3.93","7.83","-0.60","0.35","99.90","45.25","38.16","24.58","520042540","12/29/2024 12:00:00 AM"
"184","מנורה מבטחים ביטוח בע""מ הלכה","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","99.60","0.88","2.83","2.36","4.48","10.78","22.89","3.47","4.21","7.86","-0.60","0.42","99.90","47.47","40.23","25.31","520042540","12/29/2024 12:00:00 AM"
"184","מנורה מבטחים ביטוח בע""מ הלכה","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","98.29","0.88","2.83","-1.54","2.87","7.64","19.51","2.48","3.63","7.90","-0.48","0.31","99.90","46.43","39.88","24.18","520042540","12/29/2024 12:00:00 AM"
"184","מנורה מבטחים ביטוח בע""מ הלכה","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","100.23","0.88","2.83","0.86","3.76","7.51","21.80","2.44","4.02","7.90","-0.48","0.34","100","47.34","40.72","25.14","520042540","12/29/2024 12:00:00 AM"
"184","מנורה מבטחים ביטוח בע""מ הלכה","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","100.60","0.88","2.83","1.15","4.95","8.12","21.20","2.64","3.92","7.86","-0.24","0.35","99.90","48.41","42.29","26.43","520042540","12/29/2024 12:00:00 AM"
"184","מנורה מבטחים ביטוח בע""מ הלכה","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202407","101.18","0.88","2.83","1.26","6.27","8.96","22.23","2.90","4.10","7.86","-0.24","0.39","99.80","46.23","42.93","25.79","520042540","12/29/2024 12:00:00 AM"
"184","מנורה מבטחים ביטוח בע""מ הלכה","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","102.65","0.88","2.83","0.98","7.32","8.84","24.17","2.86","4.42","7.86","","0.39","100","46.43","42.41","25.63","520042540","12/29/2024 12:00:00 AM"
